category,product_name,price_jod,product_url,image_url,sku,description,stock_status
WOODEN PRODUCTS,ستاند حافظات,7.0,https://e-shop.psd.gov.jo/625sw1m254.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/_/8/_887777_1.png,625SW1M254,ستاند حافظات القياسات: الطول:50*العرض:50سم,In stock
WOODEN PRODUCTS,سفينة خشبية وسط,8.0,https://e-shop.psd.gov.jo/625mw1m748.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/i/m/img_0135.jpg,625MW1M748,مجسم سفينة خشبي القياسات: الطول 80 سم * العرض 61 سم,In stock
WOODEN PRODUCTS,شمعدان خشبي (شجر),3.0,https://e-shop.psd.gov.jo/1mw4312000.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/i/m/img_0149.jpg,1MW4312000,شمعدان خشبي (شجر) القياسات : الطول 15 * العرض 15 سم,Out of stock
WOODEN PRODUCTS,شوبك خشب (مرق عجين),4.0,https://e-shop.psd.gov.jo/625mw6m1101.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/i/m/img_0151.jpg,625MW6M1101,شوبك خشب (مرق عجين) القياسات: الطول 15 سم * العرض 3 سم,In stock
WOODEN PRODUCTS,منظر مكتبي الأردن 1,4.0,https://e-shop.psd.gov.jo/625mw1m05664.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/i/m/img_0156.jpg,625MW1M05664,منظر مكتبي الأردن 1 القياسات: الطول 8 سم * العرض 7 سم,In stock
WOODEN PRODUCTS,منظر مكتبي مكة المكرمة,4.0,https://e-shop.psd.gov.jo/625mw1m05629.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/i/m/img_0158.jpg,625MW1M05629,منظر مكتبي مكة المكرمة القياسات: الطول 8 سم * العرض 14 سم,In stock
WOODEN PRODUCTS,خشبي(TABLE LAMP ),5.0,https://e-shop.psd.gov.jo/1mw5412000.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/i/m/img_0181.jpg,1MW5412000,TABLE LAMP خشبي القياسات: الطول 33 سم * العرض 4 سم,Out of stock
WOODEN PRODUCTS,مخمل TABLE LAMPطقم,15.0,https://e-shop.psd.gov.jo/625mw1l1350.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/i/m/img_0183.jpg,625MW1L1350,مخمل TABLE LAMPطقم القياسات: الطول 35 سم * العرض 13 سم,In stock
WOODEN PRODUCTS,فانوس خشب,4.0,https://e-shop.psd.gov.jo/625mw1m140.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/i/m/img_0514.jpg,625MW1M140,فانوس خشبي  طقم :القياسات محتلف الأحجام,In stock
WOODEN PRODUCTS,منظر مكتبي عشوائي,8.0,https://e-shop.psd.gov.jo/625mw1l0573.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/i/m/img_0525.jpg,625MW1L0573,منظر مكتبي عشوائي القياسات: الطول9سم*العرض6سم,In stock
WOODEN PRODUCTS,Vasaكبير مع وردة حمراء,20.0,https://e-shop.psd.gov.jo/1mw6416000.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/i/m/img_0536.jpg,1MW6416000,Vasaكبير مع وردة حمراء القياسات: الطول  18سم * القاعدة5سم,Out of stock
WOODEN PRODUCTS,صينية ضيافة خشب مع غطاء,8.0,https://e-shop.psd.gov.jo/625mw1m022.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/i/m/img_0539.jpg,625MW1M022,صينية ضيافة خشب مع غطاء القياسات: الطول  16سم * القاعدة12سم,Out of stock
WOODEN PRODUCTS,مجسم حصان بأجنحة أبيض,45.0,https://e-shop.psd.gov.jo/1mw7315000.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/i/m/img_0566.jpg,1MW7315000,مجسم حصان بأجنحة أبيض القياسات: الطول  25سم * العرض 9,Out of stock
WOODEN PRODUCTS,مجسم الأقصى خشب,35.0,https://e-shop.psd.gov.jo/625mw1l07.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/i/m/img_0577.jpg,625MW1L07,مجسم الأقصى خشبي القياسات: الطول  20سم * العرض18سم,In stock
WOODEN PRODUCTS,مجسم ملعب خشب,35.0,https://e-shop.psd.gov.jo/1mw7916000.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/i/m/img_0579.jpg,1MW7916000,1MW7916000 القياسات: الطول  15سم * العرض 26,Out of stock
WOODEN PRODUCTS,قماش بني مكون من (قطعتين) table lamp,15.0,https://e-shop.psd.gov.jo/1mw8111000.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/i/m/img_0587.jpg,1MW8111000,طقم table lamp قماش بني مكون من (قطعتين) القياسات: الطول  26سم * العرض 8,Out of stock
WOODEN PRODUCTS,طقم TABLE LAMP نجمة,15.0,https://e-shop.psd.gov.jo/625mw1l135.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/i/m/img_0592_2.jpg,625MW1L135,طقم table lamp خشب شكل نجمة(قطعتين) القياسات: الطول  23سم * العرض 12,In stock
WOODEN PRODUCTS,خمري خيشTable lamp طقم,15.0,https://e-shop.psd.gov.jo/1mw8411000.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/i/m/img_0595.jpg,1MW8411000,خمري خيشTable lamp طقم القياسات: الطول  30 * العرض 8سم,Out of stock
WOODEN PRODUCTS,منظر خشبي تعليق,5.0,https://e-shop.psd.gov.jo/625mw1m558.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/i/m/img_0609.jpg,625MW1M558,منظر خشبي تعليق القياسات: الطول  14سم * العرض14,In stock
WOODEN PRODUCTS,منظر مكتبي قلب الأم,4.0,https://e-shop.psd.gov.jo/625mw1m05620.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/i/m/img_0616.jpg,625MW1M05620,منظر مكتبي قلب الأم القياسات: الطول  13سم * العرض30,In stock
WOODEN PRODUCTS,منظر خشبي جذع شجرة(محمد رسول الله),3.0,https://e-shop.psd.gov.jo/1mw9311000.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/i/m/img_0618.jpg,1MW9311000,منظر خشبي جذع شجرة(محمد رسول الله) القياسات: الطول  5سم * العرض16,Out of stock
WOODEN PRODUCTS,منظر خشبي جذع شجرة(فسبح بحمد ربك),3.0,https://e-shop.psd.gov.jo/1mw10011000.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/i/m/img_0627.1_1.jpg,1MW10011000,منظر خشبي جذع شجرة(فسبح بحمد ربك) القياسات: الطول  14سم * العرض9,Out of stock
WOODEN PRODUCTS,منظر مكتبي من تواضع لله رفعه,4.0,https://e-shop.psd.gov.jo/625mw1m05639.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/i/m/img_0629.jpg,625MW1M05639,منظر مكتبي من تواضع لله رفعه القياسات: الطول  10سم * العرض7,In stock
WOODEN PRODUCTS,منظر الحمدالله مستطيل,4.0,https://e-shop.psd.gov.jo/625mw1m05642.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/i/m/img_0631.jpg,625MW1M05642,منظر الحمدالله مستطيل القياسات: الطول  7سم * العرض9,In stock
WOODEN PRODUCTS,منظر مكتبي قل هو الله أحد,4.0,https://e-shop.psd.gov.jo/625mw1m0567.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/i/m/img_0632.jpg,625MW1M0567,منظر مكتبي قل هو الله أحد القياسات: الطول  8سم * العرض10,In stock
WOODEN PRODUCTS,منظر خشبي مكتب (لا تقلق على الوطن),3.0,https://e-shop.psd.gov.jo/1mw10911000.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/i/m/img_0640.jpg,1MW10911000,منظر خشبي مكتب (لا تقلق على الوطن) القياسات: الطول  8سم * العرض8,Out of stock
WOODEN PRODUCTS,منظر مكتبي ألا بذكر الله,4.0,https://e-shop.psd.gov.jo/625mw1m05641.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/i/m/img_0639.jpg,625MW1M05641,منظر مكتبي ألا بذكر الله القياسات: الطول  10سم * العرض7,In stock
WOODEN PRODUCTS,منظر خشبي مكتبي مسجد,3.0,https://e-shop.psd.gov.jo/1mw11211000.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/i/m/img_0643.jpg,1MW11211000,منظر خشبي مكتبي مسجد القيسات: الطول  9سم * العرض8,Out of stock
WOODEN PRODUCTS,منظر خشبي فيروز(كبر البحر),3.0,https://e-shop.psd.gov.jo/1mw11411000.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/i/m/img_0647.jpg,1MW11411000,منظر خشبي فيروز(كبر البحر) القياسات: الطول  10سم * العرض7,Out of stock
WOODEN PRODUCTS,منظر خشبي (Tweety),9.0,https://e-shop.psd.gov.jo/625sw1m127.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/i/m/img__85_.jpg,625SW1M127,منظر خشبي (Tweety) القياسات: الطول 47سم* العرض 27,In stock
WOODEN PRODUCTS,منظر خشبي (Mickey mouse),9.0,https://e-shop.psd.gov.jo/625sw1m126.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/i/m/img__87_.jpg,625SW1M126,منظر خشبي (Mickey mouse) القياسات: الطول 47سم* العرض 27,In stock
WOODEN PRODUCTS,مضيفة ورق شجر (ذهبي),5.0,https://e-shop.psd.gov.jo/625sw1m814.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/i/m/img__101_.jpg,625SW1M814,مضيفة ورق شجر (ذهبي) القياسات: الطول 34 سم* الارتفاع 20 سم,In stock
WOODEN PRODUCTS,مضيفة ورق شجر (فضي),7.0,https://e-shop.psd.gov.jo/625sw1m1017.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/i/m/img__97_.jpg,625SW1M1017,مضيفة ورق شجر (فضي) القياسات: الطول 34 سم* الارتفاع 20 سم,In stock
WOODEN PRODUCTS,مضيفة ورق شجر (نحاسي),7.0,https://e-shop.psd.gov.jo/625sw1m115.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/i/m/img__99_.jpg,625SW1M115,مضيفة ورق شجر (نحاسي) القياسات: الطول 34 سم* الارتفاع 20 سم,In stock
WOODEN PRODUCTS,لوحة خشبية( من أعرض عن ذكري ),5.0,https://e-shop.psd.gov.jo/625sw1l159.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/i/m/img__120_.jpg,625SW1L159,لوحة خشبية( من أعرض عن ذكري ) القياسات: الطول 40 سم* العرض 40 سم,In stock
WOODEN PRODUCTS,منظر خشبي (كل الحب) مكتبي,5.0,https://e-shop.psd.gov.jo/1sw1711000.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/i/m/img__128_.jpg,1SW1711000,منظر خشبي (كل الحب) مكتبي القياسات: الطول 24 سم*  العرض18,Out of stock
WOODEN PRODUCTS,لوحة مكتب خشب (جمل),25.0,https://e-shop.psd.gov.jo/625sw1m157.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/i/m/img__123_.jpg,625SW1M157,لوحة مكتب خشب (جمل) القياسات: الطول 30 سم* العرض 25 سم,In stock
WOODEN PRODUCTS,منظر  مكتبي  (قلب أحمر),5.0,https://e-shop.psd.gov.jo/625sw1m19.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/i/m/img__130_.jpg,625SW1M19,منظر  مكتبي  (قلب أحمر) القياسات: الطول 20 سم*10سم,In stock
WOODEN PRODUCTS,صينية ضيافة بني  بقلب عسلي,8.0,https://e-shop.psd.gov.jo/1sw4113000.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/i/m/img__144_.jpg,1SW4113000,صينية ضيافة بني  بقلب عسلي القياسات: الطول 53 سم* القاعدة 25 سم,Out of stock
WOODEN PRODUCTS,مجسم (هرم),20.0,https://e-shop.psd.gov.jo/625sw1l536.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/i/m/img__29_.jpg,625SW1L536,مجسم (هرم) القياسات الطول 70 سم* القاعدة 44 سم,In stock
WOODEN PRODUCTS,صندوق خشبي بني غامق,35.0,https://e-shop.psd.gov.jo/625sw1l131.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/i/m/img__161_.jpg,625SW1L131,صندوق خشبي بني غامق القياسات الطول 62 سم* ارتفاع 73 سم,In stock
WOODEN PRODUCTS,منظر جرافة كبير لون أصفر وأسود+ شاحنة كبيرة (طقم),40.0,https://e-shop.psd.gov.jo/1sw4619000.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/f/i/file_2.jpg,1SW4619000,منظر جرافة كبير لون أصفر وأسود+ شاحنة كبيرة (طقم) القياسات: مختلف الأحجام,Out of stock
WOODEN PRODUCTS,صحن فواكة بني كبير,15.0,https://e-shop.psd.gov.jo/1sw4811000.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/i/m/img__22_.jpg,1SW4811000,صحن فواكة بني كبير القياسات الطول 90 سم* القاعدة 50 سم,Out of stock
WOODEN PRODUCTS,سفينة خشبية  (بني غامق),15.0,https://e-shop.psd.gov.jo/625sw1m141.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/i/m/img__20_.jpg,625SW1M141,سفينة خشبية  (بني غامق) القياسات الطول 60 سم* العرض 62 سم,Out of stock
WOODEN PRODUCTS,صندوق خشبي وسط,20.0,https://e-shop.psd.gov.jo/625sw1m132.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/i/m/img__157__1.jpg,625SW1M132,صندوق خشبي وسط القياسات الطول 36 سم* العرض 30 سم,In stock
WOODEN PRODUCTS,صندوق خشبي صغير,15.0,https://e-shop.psd.gov.jo/625sw1m133.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/i/m/img__156__1.jpg,625SW1M133,صندوق خشبي صغير القياسات الطول 26 سم* العرض 17 سم,In stock
WOODEN PRODUCTS,مضيفة  خشب قلوب  دائري,8.0,https://e-shop.psd.gov.jo/625sw1m124.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/i/m/img__40_.jpg,625SW1M124,مضيفة  خشب قلوب  دائري القياسات العرض 32 سم* الارتفاع 12 سم,In stock
WOODEN PRODUCTS,لوحة خشبية (إن مع العسر يسرا ),10.0,https://e-shop.psd.gov.jo/652sw1l163.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/i/m/img__168_.jpg,652SW1L163,وحة خشبية (إن مع العسر يسرا ) القياسات الطول 55 سم* العرض 43 سم,In stock
WOODEN PRODUCTS,لوحة خشبية (الكرسي),10.0,https://e-shop.psd.gov.jo/1sw5611000.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/f/i/file_4.jpg,1SW5611000,لوحة خشبية (الكرسي) القياسات الطول 1.44 سم* العرض 93 سم,Out of stock
WOODEN PRODUCTS,برواز سفينة ثلاثي الأبعاد,3.0,https://e-shop.psd.gov.jo/625sw1m128.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/i/m/img__32__1.jpg,625SW1M128,برواز سفينة ثلاثي الأبعاد القياسات: الطول 37*37,In stock
WOODEN PRODUCTS,حافظة خبز,5.0,https://e-shop.psd.gov.jo/625sw1m123.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/i/m/img__75__1.jpg,625SW1M123,حافظة خبز القياسات: الطول60*العرض12سم,In stock
WOODEN PRODUCTS,صندوق ضيافة (منقط ذهبي),5.0,https://e-shop.psd.gov.jo/625sw1m825.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/i/m/img__51__1.jpg,625SW1M825,صندوق ضيافة (منقط ذهبي) القياسات: الارتفاع 14 * القاعدة 37,In stock
WOODEN PRODUCTS,حمالة هاتف خشبي,2.0,https://e-shop.psd.gov.jo/1sw841000.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/i/m/img__41__1.jpg,1SW841000,حمالة هاتف خشبي القياسات: الطول 21 * 12,In stock
WOODEN PRODUCTS,(سيف (ذهبي,4.0,https://e-shop.psd.gov.jo/625sw1l820.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/i/m/img__82__1.jpg,625SW1L820,سيف ذهبي القياسات: الطول 1.4,Out of stock
WOODEN PRODUCTS,سيف فضي,4.0,https://e-shop.psd.gov.jo/625sw1m1029.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/i/m/img__84__1.jpg,625SW1M1029,سيف فضي القياسات: الطول 80 سم,In stock
WOODEN PRODUCTS,Love مجسم خشبي,3.0,https://e-shop.psd.gov.jo/1sw8812000.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/i/m/img__29__1.jpg,1SW8812000,Love مجسم خشبي القياسات: الطول 17 * 31 سم,Out of stock
WOODEN PRODUCTS,حمالة مصحف أرضي,3.0,https://e-shop.psd.gov.jo/mo12.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/1/_/1_26.jpg,MO1201010002,قطعة خشبية لون بني غامق صنع يدوي خشب( إم دي إف ) 30سم×30سم,Out of stock
WOODEN PRODUCTS,طقم طربيزات أحجام مختلفة (لوكانز)عدد 3,35.0,https://e-shop.psd.gov.jo/mo17.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/1/_/1_32.jpg,MO1701010002,طقم طربيزات خشب زان لون بني غامق صنع يدوي  أحجام مختلفة 75سم×40سم,Out of stock
METAL PRODUCTS,تعليقة علم الأردن,3.0,https://e-shop.psd.gov.jo/625jw4m0671.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/p/h/photo_2024-09-02_11-15-49_1.jpg,625JW4M0671,تعليقة علم الأردن القياسات: الطول:10 سم,In stock
METAL PRODUCTS,منقل 2026,5.0,https://e-shop.psd.gov.jo/625sws509.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/6/2/625mw6m1198_lllllllloooo_1_1.png,625SWS509,منقل 2026 القياسات: الطول:20*العرض:73سم,In stock
METAL PRODUCTS,منقل 2026,5.0,https://e-shop.psd.gov.jo/625mw6m12043.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/p/h/photoroom-____7_7_1_1_1.png,625MW6M12043,منقل 2026 القياسات: الطول:8*العرض:25سم,In stock
METAL PRODUCTS,مبخرة حديد كبير 2025/9,4.0,https://e-shop.psd.gov.jo/625mw6m1114.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/_/6/_6165543332988000000000.png,625MW6M1114,مبخرة حديد كبير 2025/9 القياسات: الطول:16*العرض:12سم,In stock
METAL PRODUCTS,خيش TABLE LAMP طقم,13.0,https://e-shop.psd.gov.jo/625mw5m1036.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/6/2/625mw5m1036_.png,625MW5M1036,طقم TABLE LAMP خيش القياسات: طقم 3 قطع مختلف الأحجام,In stock
METAL PRODUCTS,مبخرة حديد,4.0,https://e-shop.psd.gov.jo/625mw5m117.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/p/h/photoroom-____4_1.png,625MW5M117,مبخرة حديد القياسات: الطول 19*العرض16,In stock
METAL PRODUCTS,أساور (لؤلؤ),1.0,https://e-shop.psd.gov.jo/625jw6s095.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/p/h/photoroom-____4_2_2.png,625JW6S095,أساور (لؤلؤ) القياسات القطر:8 سم,In stock
METAL PRODUCTS,منقل دلة حديد لون ذهبي,30.0,https://e-shop.psd.gov.jo/2sw4463000.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/i/m/img__16_.jpg,2SW4463000,منقل دلة حديد لون ذهبي القياسات: الطول85*العرض55*الارتفاع17سم,Out of stock
METAL PRODUCTS,مبخرة حديد +خشب,8.0,https://e-shop.psd.gov.jo/625mw1m115.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/p/h/photo1700483912_1__1.jpeg,625MW1M115,مبخرة حديد +خشب القياسات: القاعدة20سم*الإرتفاع39سم,In stock
METAL PRODUCTS,مبخرة حديد +خشب صغير,4.0,https://e-shop.psd.gov.jo/625mw1m116.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/p/h/photo1700483912_1_.jpeg,625MW1M116,مبخرة حديد و خشب (وسط) القياسات: القاعدة 20 سم الارتفاع : 41سم,In stock
TEXTILES,حقيبة أطفال مخمل,8.0,https://e-shop.psd.gov.jo/625jw4m0681.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/_/8/_899.png,625JW4M0681,حقيبة أطفال مخمل القياسات: الطول:39*العرض:33سم,In stock
TEXTILES,حقيبة جينز دائري,10.0,https://e-shop.psd.gov.jo/625jw4m0680.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/_/7/_78992.png,625JW4M0680,حقيبة جينز دائري القياسات: الطول:50*العرض:37سم,In stock
TEXTILES,TOTE BAG printed,5.0,https://e-shop.psd.gov.jo/625ordjw100.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/_/9/_9999999999.png,625ORDJW100,TOTE BAG printed القياسات: الطول:42*العرض:38سم,In stock
TEXTILES,TOTE BAG (heritage),7.0,https://e-shop.psd.gov.jo/625jw4m0678.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/_/9/_9000000000000.png,625JW4M0678,TOTE BAG (heritage) القياسات: الطول:42*العرض:38سم,In stock
TEXTILES,شماغ تطريز تراثي,18.0,https://e-shop.psd.gov.jo/625jw4m0677.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/_/8/_89090.png,625JW4M0677,شماغ تطريز تراثي القياسات: الطول: 1.18سم*العرض:1.18سم,Out of stock
TEXTILES,حقيبة تطريز يدوي,6.0,https://e-shop.psd.gov.jo/625jw4m0223.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/1/0/1000031465.jpg,625JW4M0223,حقيبة تطريز يدوي القياسات: الطول42*عرض39سم,In stock
TEXTILES,(أساور خيط (أسود,1.0,https://e-shop.psd.gov.jo/625jw4s289.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/1/0/1000031492.jpg,625JW4S289,(أساور خيط (أسود القياسات: الطول 10سم,In stock
TEXTILES,شال كتف صوف ملون,15.0,https://e-shop.psd.gov.jo/2jw21256000.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/1/0/1000031588_1_.jpg,2JW21256000,شال كتف صوف ملون القياسات: الطول 96*عرض121سم,Out of stock
TEXTILES,كوت و حقيبة( مخمل),15.0,https://e-shop.psd.gov.jo/625jw4m080.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/1/0/1000038060.jpg,625JW4M080,كوت و حقيبة( مخمل) القياسات: طول الشنتة 41*العرض44 سم طول الكوت:64*العرض34سم,In stock
TEXTILES,سجادة تطريز عسلي,34.0,https://e-shop.psd.gov.jo/625jw4m0639.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/1/0/1000038048.jpg,625JW4M0639,سجادة تطريز عسلي القياسات: الطول 96*عرض96سم,Out of stock
TEXTILES,مفرش بيج خيط( كلم),17.0,https://e-shop.psd.gov.jo/625jw4m557.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/1/0/1000038042.jpg,625JW4M557,مفرش بيج خيط( كلم) القياسات: طول 121*عرض40سم,In stock
TEXTILES,حقيبة hand صغير,1.0,https://e-shop.psd.gov.jo/625zq70103.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/2/_/2_1.png,625ZQ70103,حقيبة يد كتان صغيرة القياسات: الطول:14*العرض:21سم,In stock
TEXTILES,كوت أطفال (أزرق وسكني),20.0,https://e-shop.psd.gov.jo/625jw4m44.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/i/m/img_6682_1_1__1.jpg,625JW4M44,كوت أطفال (أزرق وسكني) ال قياسات: الفرشة 70 سم طول الحرام 1.00سم,In stock
TEXTILES,لفحة صوف (ملونة),7.0,https://e-shop.psd.gov.jo/625jw4m0115.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/m/s/msg-758203462-5016.jpg,625JW4M0115,لفحة صوف (ملونة) القياسات: طول190*عرض32سم,In stock
TEXTILES,حرام صوف ملون,12.0,https://e-shop.psd.gov.jo/625jw4m0296.html,https://e-shop.psd.gov.jo/media/catalog/product/cache/6fe0f40091d9883a4caf18d72ffe3621/m/s/msg-758203462-5009.jpg,625JW4M0296,حرام صوف ملون القياسات: طول106*عرض92سم,In stock
